Input shape: 1 3 416 416 
Output shape: 1 2535 1 4 
First few output values: -0.0180996 -0.023463 0.13248 0.128893 0.0149888 -0.00418668 0.216534 0.126775 0.0619186 -0.00646129 
Detected object: person with confidence: 0.631793, Bounding Box [x_min: -100, y_min: -218, width: 182, height: 314]
Detected object: person with confidence: 0.837526, Bounding Box [x_min: 548, y_min: 81, width: 1507, height: 912]
Detected object: person with confidence: 0.625001, Bounding Box [x_min: -140, y_min: 185, width: 319, height: 967]
Detected object: person with confidence: 0.964425, Bounding Box [x_min: -371, y_min: 185, width: 790, height: 966]
Detected object: person with confidence: 0.805852, Bounding Box [x_min: -310, y_min: 189, width: 1048, height: 963]
Detected object: bicycle with confidence: 1.00243, Bounding Box [x_min: -104, y_min: 185, width: 1220, height: 949]
Detected object: person with confidence: 0.868106, Bounding Box [x_min: -39, y_min: 170, width: 1472, height: 971]
Detected object: bicycle with confidence: 1.00593, Bounding Box [x_min: 432, y_min: 173, width: 1484, height: 968]
Detected object: person with confidence: 0.607411, Bounding Box [x_min: -147, y_min: -396, width: 224, height: 317]
Detected object: person with confidence: 0.737578, Bounding Box [x_min: -400, y_min: -295, width: 979, height: 230]
Detected object: person with confidence: 0.795055, Bounding Box [x_min: -118, y_min: -310, width: 1385, height: 262]
Detected object: person with confidence: 0.827183, Bounding Box [x_min: 483, y_min: -379, width: 1553, height: 304]
Detected object: person with confidence: 0.623859, Bounding Box [x_min: -241, y_min: -384, width: 406, height: 420]
Detected object: person with confidence: 0.972757, Bounding Box [x_min: -324, y_min: -317, width: 758, height: 368]
Detected object: person with confidence: 0.832836, Bounding Box [x_min: -256, y_min: -276, width: 1025, height: 345]
Detected object: person with confidence: 0.99578, Bounding Box [x_min: -158, y_min: -266, width: 1264, height: 344]
Detected object: person with confidence: 0.864185, Bounding Box [x_min: 57, y_min: -302, width: 1421, height: 369]
Detected object: person with confidence: 0.996947, Bounding Box [x_min: 367, y_min: -338, width: 1537, height: 383]
Detected object: person with confidence: 0.693536, Bounding Box [x_min: -288, y_min: -182, width: 888, height: 579]
Detected object: person with confidence: 0.763383, Bounding Box [x_min: 155, y_min: -312, width: 1139, height: 696]
Detected object: person with confidence: 0.617531, Bounding Box [x_min: 158, y_min: -252, width: 1504, height: 638]
Detected object: person with confidence: 0.830086, Bounding Box [x_min: 501, y_min: -271, width: 1531, height: 643]
Detected object: person with confidence: 0.656666, Bounding Box [x_min: -281, y_min: -221, width: 426, height: 688]
Detected object: person with confidence: 0.948883, Bounding Box [x_min: -223, y_min: -146, width: 699, height: 636]
Detected object: person with confidence: 0.814673, Bounding Box [x_min: -97, y_min: -274, width: 921, height: 735]
Detected object: bicycle with confidence: 1.00409, Bounding Box [x_min: 165, y_min: -336, width: 1097, height: 819]
Detected object: person with confidence: 0.864143, Bounding Box [x_min: 194, y_min: -242, width: 1310, height: 732]
Detected object: person with confidence: 0.999851, Bounding Box [x_min: 429, y_min: -149, width: 1487, height: 680]
Detected object: person with confidence: 0.661419, Bounding Box [x_min: -263, y_min: -28, width: 877, height: 854]
Detected object: person with confidence: 0.719646, Bounding Box [x_min: 118, y_min: -16, width: 1180, height: 844]
Detected object: person with confidence: 0.623345, Bounding Box [x_min: 176, y_min: -21, width: 1518, height: 849]
Detected object: person with confidence: 0.837752, Bounding Box [x_min: 515, y_min: -221, width: 1525, height: 990]
Detected object: person with confidence: 0.668278, Bounding Box [x_min: -209, y_min: -45, width: 392, height: 982]
Detected object: person with confidence: 0.95976, Bounding Box [x_min: -407, y_min: 26, width: 835, height: 931]
Detected object: person with confidence: 0.799828, Bounding Box [x_min: -429, y_min: 43, width: 1118, height: 916]
Detected object: bicycle with confidence: 1.00007, Bounding Box [x_min: -79, y_min: 36, width: 1257, height: 914]
Detected object: person with confidence: 0.868097, Bounding Box [x_min: -86, y_min: 64, width: 1489, height: 923]
Detected object: bicycle with confidence: 1.00123, Bounding Box [x_min: 310, y_min: 0, width: 1528, height: 946]
Detected object: person with confidence: 0.646124, Bounding Box [x_min: -703, y_min: -629, width: 709, height: 349]
Detected object: person with confidence: 0.626375, Bounding Box [x_min: -576, y_min: -516, width: 1093, height: 263]
Detected object: person with confidence: 0.643259, Bounding Box [x_min: -609, y_min: -502, width: 1249, height: 260]
Detected object: person with confidence: 0.725414, Bounding Box [x_min: -356, y_min: -533, width: 1536, height: 297]
Detected object: person with confidence: 0.673445, Bounding Box [x_min: -230, y_min: -564, width: 1594, height: 322]
Detected object: person with confidence: 0.650241, Bounding Box [x_min: -173, y_min: -591, width: 1710, height: 336]
Detected object: person with confidence: 0.786468, Bounding Box [x_min: -50, y_min: -685, width: 1942, height: 382]
Detected object: person with confidence: 0.634171, Bounding Box [x_min: -760, y_min: -634, width: 606, height: 456]
Detected object: person with confidence: 0.729361, Bounding Box [x_min: -641, y_min: -564, width: 683, height: 423]
Detected object: person with confidence: 0.910816, Bounding Box [x_min: -573, y_min: -512, width: 947, height: 383]
Detected object: person with confidence: 0.817745, Bounding Box [x_min: -612, y_min: -480, width: 1253, height: 366]
Detected object: person with confidence: 0.952813, Bounding Box [x_min: -508, y_min: -502, width: 1491, height: 385]
Detected object: person with confidence: 0.64911, Bounding Box [x_min: -414, y_min: -521, width: 1573, height: 399]
Detected object: person with confidence: 0.865117, Bounding Box [x_min: -292, y_min: -521, width: 1631, height: 406]
Detected object: person with confidence: 0.996903, Bounding Box [x_min: -129, y_min: -581, width: 1838, height: 443]
Detected object: person with confidence: 0.605067, Bounding Box [x_min: -61, y_min: -649, width: 1939, height: 471]
Detected object: person with confidence: 0.664029, Bounding Box [x_min: -551, y_min: -492, width: 934, height: 483]
Detected object: person with confidence: 0.624587, Bounding Box [x_min: -493, y_min: -451, width: 1483, height: 459]
Detected object: person with confidence: 0.611226, Bounding Box [x_min: -18, y_min: -468, width: 1761, height: 478]
Detected object: person with confidence: 0.609642, Bounding Box [x_min: -605, y_min: -454, width: 826, height: 569]
Detected object: person with confidence: 0.623202, Bounding Box [x_min: -526, y_min: -401, width: 1356, height: 529]
Detected object: person with confidence: 0.632151, Bounding Box [x_min: -155, y_min: -375, width: 1683, height: 522]
Detected object: person with confidence: 0.741172, Bounding Box [x_min: -587, y_min: -350, width: 660, height: 597]
Detected object: person with confidence: 0.627974, Bounding Box [x_min: -584, y_min: -286, width: 1098, height: 560]
Detected object: person with confidence: 0.719875, Bounding Box [x_min: -562, y_min: -298, width: 1222, height: 564]
Detected object: person with confidence: 0.603233, Bounding Box [x_min: -429, y_min: -343, width: 1288, height: 588]
Detected object: person with confidence: 0.737787, Bounding Box [x_min: -360, y_min: -326, width: 1549, height: 582]
Detected object: person with confidence: 0.71086, Bounding Box [x_min: -256, y_min: -310, width: 1616, height: 586]
Detected object: person with confidence: 0.648615, Bounding Box [x_min: -158, y_min: -312, width: 1684, height: 586]
Detected object: person with confidence: 0.771133, Bounding Box [x_min: -14, y_min: -487, width: 1912, height: 683]
Detected object: person with confidence: 0.700714, Bounding Box [x_min: -731, y_min: -451, width: 590, height: 737]
Detected object: person with confidence: 0.743174, Bounding Box [x_min: -598, y_min: -324, width: 664, height: 654]
Detected object: person with confidence: 0.915015, Bounding Box [x_min: -598, y_min: -286, width: 953, height: 644]
Detected object: person with confidence: 0.669836, Bounding Box [x_min: -580, y_min: -288, width: 1092, height: 645]
Detected object: person with confidence: 0.816232, Bounding Box [x_min: -573, y_min: -319, width: 1225, height: 672]
Detected object: person with confidence: 0.954932, Bounding Box [x_min: -227, y_min: -413, width: 1294, height: 736]
Detected object: person with confidence: 0.674969, Bounding Box [x_min: -118, y_min: -415, width: 1395, height: 735]
Detected object: person with confidence: 0.853472, Bounding Box [x_min: -209, y_min: -319, width: 1586, height: 670]
Detected object: bicycle with confidence: 1.00957, Bounding Box [x_min: -10, y_min: -355, width: 1764, height: 694]
Detected object: person with confidence: 0.686133, Bounding Box [x_min: 10, y_min: -497, width: 1886, height: 785]
Detected object: person with confidence: 0.761828, Bounding Box [x_min: -540, y_min: -269, width: 922, height: 721]
Detected object: person with confidence: 0.714344, Bounding Box [x_min: -100, y_min: -329, width: 1219, height: 805]
Detected object: person with confidence: 0.706064, Bounding Box [x_min: -32, y_min: -336, width: 1790, height: 774]
Detected object: person with confidence: 0.725943, Bounding Box [x_min: -450, y_min: -262, width: 714, height: 832]
Detected object: person with confidence: 0.738025, Bounding Box [x_min: -288, y_min: -346, width: 1210, height: 878]
Detected object: person with confidence: 0.775324, Bounding Box [x_min: -50, y_min: -387, width: 1638, height: 913]
Detected object: person with confidence: 0.845624, Bounding Box [x_min: -512, y_min: -336, width: 597, height: 964]
Detected object: person with confidence: 0.659423, Bounding Box [x_min: -548, y_min: -269, width: 1074, height: 929]
Detected object: person with confidence: 0.778954, Bounding Box [x_min: -522, y_min: -290, width: 1180, height: 944]
Detected object: person with confidence: 0.747918, Bounding Box [x_min: -263, y_min: -228, width: 1484, height: 879]
Detected object: person with confidence: 0.781046, Bounding Box [x_min: -173, y_min: -250, width: 1538, height: 901]
Detected object: person with confidence: 0.649693, Bounding Box [x_min: -18, y_min: -307, width: 1612, height: 942]
Detected object: person with confidence: 0.811788, Bounding Box [x_min: 75, y_min: -384, width: 1854, height: 999]
Detected object: person with confidence: 0.756433, Bounding Box [x_min: -670, y_min: -295, width: 547, height: 1032]
Detected object: person with confidence: 0.722346, Bounding Box [x_min: -508, y_min: -233, width: 598, height: 989]
Detected object: person with confidence: 0.886944, Bounding Box [x_min: -504, y_min: -163, width: 928, height: 938]
Detected object: person with confidence: 0.723623, Bounding Box [x_min: -594, y_min: -144, width: 1112, height: 924]
Detected object: person with confidence: 0.805672, Bounding Box [x_min: -598, y_min: -122, width: 1228, height: 915]
Detected object: person with confidence: 0.97995, Bounding Box [x_min: -497, y_min: -96, width: 1487, height: 900]
Detected object: person with confidence: 0.707081, Bounding Box [x_min: -375, y_min: -139, width: 1556, height: 918]
Detected object: person with confidence: 0.866796, Bounding Box [x_min: -223, y_min: -127, width: 1565, height: 918]
Detected object: bicycle with confidence: 1.00723, Bounding Box [x_min: 57, y_min: -233, width: 1694, height: 990]
Detected object: person with confidence: 0.753035, Bounding Box [x_min: 108, y_min: -305, width: 1825, height: 1041]
Detected object: person with confidence: 0.623676, Bounding Box [x_min: -472, y_min: -187, width: 573, height: 1057]
Detected object: person with confidence: 0.837947, Bounding Box [x_min: -450, y_min: -127, width: 892, height: 1016]
Detected object: person with confidence: 0.638812, Bounding Box [x_min: -627, y_min: -74, width: 1254, height: 989]
Detected object: person with confidence: 0.820492, Bounding Box [x_min: -522, y_min: -93, width: 1506, height: 1010]
Detected object: person with confidence: 0.644429, Bounding Box [x_min: -162, y_min: -105, width: 1512, height: 1022]
Detected object: person with confidence: 0.822569, Bounding Box [x_min: 64, y_min: -170, width: 1685, height: 1046]
Detected object: person with confidence: 0.657086, Bounding Box [x_min: -688, y_min: -187, width: 550, height: 1156]
Detected object: person with confidence: 0.820354, Bounding Box [x_min: -493, y_min: -57, width: 752, height: 1066]
Detected object: person with confidence: 0.644002, Bounding Box [x_min: -515, y_min: -19, width: 1080, height: 1044]
Detected object: person with confidence: 0.825978, Bounding Box [x_min: -475, y_min: 16, width: 1320, height: 1031]
Detected object: person with confidence: 0.622034, Bounding Box [x_min: -331, y_min: 9, width: 1504, height: 1035]
Detected object: person with confidence: 0.831177, Bounding Box [x_min: -108, y_min: -67, width: 1654, height: 1076]
Detected object: person with confidence: 0.627687, Bounding Box [x_min: 32, y_min: -206, width: 1872, height: 1168]
Detected object: person with confidence: 0.835421, Bounding Box [x_min: -540, y_min: -91, width: 607, height: 1195]
Detected object: person with confidence: 0.672767, Bounding Box [x_min: -421, y_min: -50, width: 854, height: 1169]
Detected object: person with confidence: 0.696396, Bounding Box [x_min: -396, y_min: -26, width: 980, height: 1151]
Detected object: person with confidence: 0.84698, Bounding Box [x_min: -385, y_min: -2, width: 1099, height: 1138]
Detected object: person with confidence: 0.663678, Bounding Box [x_min: -270, y_min: 0, width: 1331, height: 1140]
Detected object: person with confidence: 0.753275, Bounding Box [x_min: -201, y_min: -16, width: 1416, height: 1148]
Detected object: person with confidence: 0.838568, Bounding Box [x_min: -82, y_min: -43, width: 1478, height: 1167]
Detected object: person with confidence: 0.659835, Bounding Box [x_min: 36, y_min: -88, width: 1720, height: 1193]
Detected object: person with confidence: 0.879933, Bounding Box [x_min: 39, y_min: -168, width: 1882, height: 1250]
Detected object: person with confidence: 0.820996, Bounding Box [x_min: -39, y_min: -185, width: 77, height: 38]
Detected object: person with confidence: 0.672179, Bounding Box [x_min: -72, y_min: -182, width: 158, height: 29]
Detected object: person with confidence: 0.663868, Bounding Box [x_min: -72, y_min: -180, width: 240, height: 27]
Detected object: person with confidence: 0.949669, Bounding Box [x_min: -25, y_min: -180, width: 286, height: 27]
Detected object: person with confidence: 0.819137, Bounding Box [x_min: 14, y_min: -180, width: 338, height: 27]
Detected object: person with confidence: 0.777014, Bounding Box [x_min: 43, y_min: -180, width: 394, height: 27]
Detected object: person with confidence: 0.663104, Bounding Box [x_min: 72, y_min: -180, width: 453, height: 27]
Detected object: person with confidence: 0.99499, Bounding Box [x_min: 97, y_min: -180, width: 512, height: 27]
Detected object: person with confidence: 0.81771, Bounding Box [x_min: 126, y_min: -180, width: 570, height: 27]
Detected object: person with confidence: 0.868717, Bounding Box [x_min: 155, y_min: -180, width: 628, height: 27]
Detected object: person with confidence: 0.61746, Bounding Box [x_min: 180, y_min: -180, width: 686, height: 27]
Detected object: bicycle with confidence: 1.0016, Bounding Box [x_min: 212, y_min: -180, width: 743, height: 27]
Detected object: person with confidence: 0.840733, Bounding Box [x_min: 237, y_min: -180, width: 801, height: 27]
Detected object: person with confidence: 0.699412, Bounding Box [x_min: 295, y_min: -180, width: 916, height: 27]
Detected object: person with confidence: 0.906855, Bounding Box [x_min: 356, y_min: -180, width: 1030, height: 27]
Detected object: person with confidence: 0.722531, Bounding Box [x_min: 418, y_min: -180, width: 1143, height: 26]
Detected object: person with confidence: 0.849516, Bounding Box [x_min: 475, y_min: -180, width: 1257, height: 25]
Detected object: person with confidence: 0.7375, Bounding Box [x_min: 508, y_min: -180, width: 1392, height: 25]
Detected object: person with confidence: 0.844249, Bounding Box [x_min: 594, y_min: -182, width: 1491, height: 29]
Detected object: person with confidence: 0.733446, Bounding Box [x_min: -25, y_min: -213, width: 47, height: 108]
Detected object: person with confidence: 0.842303, Bounding Box [x_min: 0, y_min: -192, width: 190, height: 97]
Detected object: person with confidence: 0.748135, Bounding Box [x_min: 64, y_min: -192, width: 305, height: 94]
Detected object: person with confidence: 0.839309, Bounding Box [x_min: 122, y_min: -192, width: 421, height: 95]
Detected object: person with confidence: 0.73742, Bounding Box [x_min: 176, y_min: -192, width: 536, height: 94]
Detected object: person with confidence: 0.844025, Bounding Box [x_min: 234, y_min: -192, width: 652, height: 94]
Detected object: person with confidence: 0.719048, Bounding Box [x_min: 292, y_min: -189, width: 766, height: 93]
Detected object: person with confidence: 0.61709, Bounding Box [x_min: 320, y_min: -189, width: 823, height: 93]
Detected object: person with confidence: 0.83968, Bounding Box [x_min: 349, y_min: -189, width: 880, height: 93]
Detected object: person with confidence: 0.72878, Bounding Box [x_min: 407, y_min: -189, width: 997, height: 93]
Detected object: person with confidence: 0.677542, Bounding Box [x_min: 439, y_min: -187, width: 1054, height: 93]
Detected object: person with confidence: 0.838025, Bounding Box [x_min: 468, y_min: -185, width: 1111, height: 91]
Detected object: person with confidence: 0.737858, Bounding Box [x_min: 526, y_min: -187, width: 1225, height: 93]
Detected object: person with confidence: 0.775448, Bounding Box [x_min: 555, y_min: -189, width: 1283, height: 95]
Detected object: person with confidence: 0.838804, Bounding Box [x_min: 580, y_min: -189, width: 1342, height: 94]
Detected object: person with confidence: 0.750304, Bounding Box [x_min: 638, y_min: -189, width: 1464, height: 91]
Detected object: person with confidence: 0.948867, Bounding Box [x_min: 703, y_min: -213, width: 1502, height: 109]
Detected object: person with confidence: 0.860973, Bounding Box [x_min: -21, y_min: -204, width: 41, height: 157]
Detected object: person with confidence: 0.665381, Bounding Box [x_min: -21, y_min: -175, width: 122, height: 141]
Detected object: person with confidence: 0.742957, Bounding Box [x_min: 7, y_min: -175, width: 185, height: 140]
Detected object: person with confidence: 0.954752, Bounding Box [x_min: 36, y_min: -177, width: 243, height: 141]
Detected object: person with confidence: 0.843, Bounding Box [x_min: 68, y_min: -175, width: 301, height: 138]
Detected object: person with confidence: 0.772651, Bounding Box [x_min: 97, y_min: -175, width: 357, height: 138]
Detected object: person with confidence: 0.738183, Bounding Box [x_min: 126, y_min: -175, width: 414, height: 136]
Detected object: person with confidence: 0.9915, Bounding Box [x_min: 158, y_min: -173, width: 471, height: 135]
Detected object: person with confidence: 0.84418, Bounding Box [x_min: 187, y_min: -173, width: 529, height: 136]
Detected object: person with confidence: 0.869906, Bounding Box [x_min: 216, y_min: -173, width: 586, height: 136]
Detected object: person with confidence: 0.705848, Bounding Box [x_min: 245, y_min: -173, width: 644, height: 137]
Detected object: bicycle with confidence: 1.00473, Bounding Box [x_min: 274, y_min: -173, width: 700, height: 137]
Detected object: person with confidence: 0.912146, Bounding Box [x_min: 299, y_min: -173, width: 758, height: 137]
Detected object: person with confidence: 0.799095, Bounding Box [x_min: 356, y_min: -170, width: 872, height: 135]
Detected object: person with confidence: 0.988118, Bounding Box [x_min: 418, y_min: -170, width: 990, height: 133]
Detected object: person with confidence: 0.836002, Bounding Box [x_min: 479, y_min: -170, width: 1106, height: 137]
Detected object: person with confidence: 0.967297, Bounding Box [x_min: 537, y_min: -168, width: 1217, height: 137]
Detected object: person with confidence: 0.836924, Bounding Box [x_min: 591, y_min: -173, width: 1335, height: 142]
Detected object: person with confidence: 0.962517, Bounding Box [x_min: 649, y_min: -173, width: 1457, height: 142]
Detected object: person with confidence: 0.834697, Bounding Box [x_min: -21, y_min: -165, width: 42, height: 175]
Detected object: person with confidence: 0.966877, Bounding Box [x_min: 3, y_min: -141, width: 186, height: 163]
Detected object: person with confidence: 0.835128, Bounding Box [x_min: 61, y_min: -144, width: 302, height: 160]
Detected object: person with confidence: 0.617846, Bounding Box [x_min: 93, y_min: -146, width: 360, height: 160]
Detected object: person with confidence: 0.967491, Bounding Box [x_min: 122, y_min: -144, width: 416, height: 160]
Detected object: person with confidence: 0.839583, Bounding Box [x_min: 180, y_min: -141, width: 531, height: 159]
Detected object: person with confidence: 0.698909, Bounding Box [x_min: 212, y_min: -141, width: 588, height: 159]
Detected object: person with confidence: 0.963903, Bounding Box [x_min: 241, y_min: -141, width: 646, height: 159]
Detected object: person with confidence: 0.844987, Bounding Box [x_min: 295, y_min: -141, width: 760, height: 160]
Detected object: person with confidence: 0.761095, Bounding Box [x_min: 320, y_min: -139, width: 821, height: 161]
Detected object: person with confidence: 0.961455, Bounding Box [x_min: 349, y_min: -139, width: 879, height: 159]
Detected object: person with confidence: 0.826909, Bounding Box [x_min: 411, y_min: -137, width: 992, height: 165]
Detected object: person with confidence: 0.813847, Bounding Box [x_min: 450, y_min: -137, width: 1055, height: 161]
Detected object: person with confidence: 0.949894, Bounding Box [x_min: 475, y_min: -134, width: 1110, height: 160]
Detected object: person with confidence: 0.805671, Bounding Box [x_min: 540, y_min: -137, width: 1222, height: 149]
Detected object: person with confidence: 0.929825, Bounding Box [x_min: 569, y_min: -141, width: 1275, height: 152]
Detected object: person with confidence: 0.962084, Bounding Box [x_min: 594, y_min: -139, width: 1338, height: 151]
Detected object: person with confidence: 0.823579, Bounding Box [x_min: 645, y_min: -144, width: 1464, height: 164]
Detected object: person with confidence: 0.98173, Bounding Box [x_min: 706, y_min: -170, width: 1503, height: 176]
Detected object: person with confidence: 0.971219, Bounding Box [x_min: -25, y_min: -122, width: 55, height: 209]
Detected object: person with confidence: 0.633531, Bounding Box [x_min: -43, y_min: -108, width: 119, height: 196]
Detected object: person with confidence: 0.834188, Bounding Box [x_min: -36, y_min: -105, width: 219, height: 189]
Detected object: person with confidence: 0.968174, Bounding Box [x_min: 0, y_min: -103, width: 263, height: 191]
Detected object: person with confidence: 0.968439, Bounding Box [x_min: 7, y_min: -100, width: 334, height: 192]
Detected object: person with confidence: 0.784828, Bounding Box [x_min: 50, y_min: -103, width: 383, height: 193]
Detected object: person with confidence: 0.825245, Bounding Box [x_min: 72, y_min: -100, width: 443, height: 192]
Detected object: person with confidence: 0.989813, Bounding Box [x_min: 104, y_min: -100, width: 500, height: 191]
Detected object: person with confidence: 0.968697, Bounding Box [x_min: 133, y_min: -100, width: 556, height: 191]
Detected object: person with confidence: 0.869148, Bounding Box [x_min: 176, y_min: -100, width: 608, height: 192]
Detected object: person with confidence: 0.801039, Bounding Box [x_min: 205, y_min: -103, width: 666, height: 191]
Detected object: bicycle with confidence: 1.00229, Bounding Box [x_min: 230, y_min: -103, width: 724, height: 192]
Detected object: person with confidence: 0.981931, Bounding Box [x_min: 248, y_min: -100, width: 793, height: 192]
Detected object: person with confidence: 0.876169, Bounding Box [x_min: 270, y_min: -100, width: 933, height: 195]
Detected object: bicycle with confidence: 1.02143, Bounding Box [x_min: 393, y_min: -103, width: 1007, height: 204]
Detected object: person with confidence: 0.876872, Bounding Box [x_min: 429, y_min: -103, width: 1130, height: 193]
Detected object: bicycle with confidence: 1.00404, Bounding Box [x_min: 555, y_min: -110, width: 1232, height: 214]
Detected object: person with confidence: 0.876883, Bounding Box [x_min: 591, y_min: -108, width: 1340, height: 201]
Detected object: bicycle with confidence: 1.00183, Bounding Box [x_min: 620, y_min: -108, width: 1475, height: 205]
Detected object: person with confidence: 0.872863, Bounding Box [x_min: -21, y_min: -132, width: 52, height: 269]
Detected object: bicycle with confidence: 1.00401, Bounding Box [x_min: 7, y_min: -110, width: 162, height: 245]
Detected object: person with confidence: 0.87874, Bounding Box [x_min: 46, y_min: -100, width: 308, height: 231]
Detected object: bicycle with confidence: 1.00216, Bounding Box [x_min: 111, y_min: -100, width: 420, height: 230]
Detected object: person with confidence: 0.877235, Bounding Box [x_min: 169, y_min: -100, width: 534, height: 234]
Detected object: person with confidence: 0.663233, Bounding Box [x_min: 201, y_min: -100, width: 593, height: 233]
Detected object: bicycle with confidence: 1.00169, Bounding Box [x_min: 230, y_min: -103, width: 651, height: 234]
Detected object: person with confidence: 0.87101, Bounding Box [x_min: 281, y_min: -100, width: 775, height: 237]
Detected object: person with confidence: 0.736185, Bounding Box [x_min: 306, y_min: -100, width: 836, height: 238]
Detected object: bicycle with confidence: 1.00239, Bounding Box [x_min: 346, y_min: -103, width: 898, height: 238]
Detected object: person with confidence: 0.870531, Bounding Box [x_min: 378, y_min: -117, width: 1000, height: 242]
Detected object: person with confidence: 0.802867, Bounding Box [x_min: 447, y_min: -112, width: 1051, height: 250]
Detected object: bicycle with confidence: 1.00263, Bounding Box [x_min: 497, y_min: -117, width: 1120, height: 259]
Detected object: person with confidence: 0.869173, Bounding Box [x_min: 562, y_min: -115, width: 1232, height: 243]
Detected object: person with confidence: 0.928784, Bounding Box [x_min: 569, y_min: -117, width: 1239, height: 248]
Detected object: bicycle with confidence: 1.00327, Bounding Box [x_min: 612, y_min: -120, width: 1345, height: 249]
Detected object: person with confidence: 0.865106, Bounding Box [x_min: 663, y_min: -117, width: 1459, height: 246]
Detected object: person with confidence: 0.962757, Bounding Box [x_min: 677, y_min: -115, width: 1494, height: 250]
Detected object: bicycle with confidence: 1.0027, Bounding Box [x_min: -21, y_min: -132, width: 45, height: 303]
Detected object: person with confidence: 0.657515, Bounding Box [x_min: -7, y_min: -98, width: 106, height: 282]
Detected object: person with confidence: 0.872792, Bounding Box [x_min: 21, y_min: -88, width: 151, height: 294]
Detected object: person with confidence: 0.970169, Bounding Box [x_min: 32, y_min: -76, width: 231, height: 273]
Detected object: bicycle with confidence: 1.00217, Bounding Box [x_min: 61, y_min: -76, width: 301, height: 275]
Detected object: person with confidence: 0.7799, Bounding Box [x_min: 100, y_min: -81, width: 354, height: 273]
Detected object: person with confidence: 0.878701, Bounding Box [x_min: 129, y_min: -81, width: 410, height: 276]
Detected object: person with confidence: 0.98482, Bounding Box [x_min: 151, y_min: -81, width: 473, height: 272]
Detected object: bicycle with confidence: 1.00523, Bounding Box [x_min: 180, y_min: -79, width: 530, height: 273]
Detected object: person with confidence: 0.85731, Bounding Box [x_min: 209, y_min: -81, width: 593, height: 279]
Detected object: person with confidence: 0.874791, Bounding Box [x_min: 245, y_min: -81, width: 650, height: 282]
Detected object: bicycle with confidence: 1.0239, Bounding Box [x_min: 274, y_min: -81, width: 707, height: 289]
Detected object: bicycle with confidence: 1.02516, Bounding Box [x_min: 277, y_min: -72, width: 780, height: 290]
Detected object: person with confidence: 0.665142, Bounding Box [x_min: 212, y_min: -57, width: 596, height: 329]
Detected object: person with confidence: 0.747534, Bounding Box [x_min: 263, y_min: -52, width: 854, height: 293]
Detected object: person with confidence: 0.821892, Bounding Box [x_min: 465, y_min: -57, width: 1053, height: 314]
Detected object: person with confidence: 0.892124, Bounding Box [x_min: 562, y_min: -79, width: 1256, height: 332]
Detected object: person with confidence: 0.964551, Bounding Box [x_min: 688, y_min: -74, width: 1498, height: 330]
